"file","line","class_initial","class_final","reason","button_within_div"
"src/app/components/admin/hqChrome.tsx","116","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/hqChrome.tsx","125","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
"src/app/components/admin/HqConsultationsPanel.tsx","134","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqConsultationsPanel.tsx","162","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqConsultationsPanel.tsx","181","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqConsultationsPanel.tsx","187","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqConsultationsPanel.tsx","202","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
"src/app/components/admin/HqCourtStatsPanel.tsx","42","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","47","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","49","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","51","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","55","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","159","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","160","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","161","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","165","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqCourtStatsPanel.tsx","182","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqFold.tsx","48","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
"src/app/components/admin/HqFold.tsx","71","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqFold.tsx","73","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqFold.tsx","80","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","181","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","228","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","258","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","260","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","269","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","276","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","280","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","282","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqForumAdminPanel.tsx","342","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqKeepAlivePane.tsx","17","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqMailHealthStrip.tsx","52","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqMailHealthStrip.tsx","67","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","158","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","163","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","216","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","218","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","221","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","222","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","229","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
"src/app/components/admin/HqReportsInbox.tsx","237","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
"src/app/components/admin/HqReportsInbox.tsx","261","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","265","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","266","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper",""
"src/app/components/admin/HqReportsInbox.tsx","271","SAFE-presentation-wrapper","SAFE-presentation-wrapper","no interactive attrs; static layout wrapper","has_button_toggle_or_switch_inside"
