"file","line","category","snippet","first_class_name_60"
"src/app/components/lawyer/RoyalLawyerProfile/components/BlockLivePreview.tsx","19","article","<div className='profile-block-live-preview' data-block-kind={kind} data-testid='profile-block-live-preview'>","profile-block-live-preview"
"src/app/components/lawyer/RoyalLawyerProfile/components/ImageBlockStudioEditor.tsx","46","section","<div className='profile-studio-panel-tabs' role='tablist' aria-label='أقسام تحرير الصورة'>","profile-studio-panel-tabs"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFocusPanel.tsx","22","section","<div className='space-y-3' data-testid='image-block-focus-panel'>","space-y-3"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFramePanel.tsx","25","section","<div className='space-y-3' data-testid='image-block-frame-panel'>","space-y-3"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFramePanel.tsx","28","article","<div className='profile-studio-media-shape-grid'>","profile-studio-media-shape-grid"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageFocusPicker.tsx","178","article","<div className='profile-image-focus-picker__zoom-controls'>","profile-image-focus-picker__zoom-controls"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileChromeHeader.tsx","99","header","<div className='hami-profile-chrome-header__slot hami-profile-chrome-header__slot--start' />","hami-profile-chrome-header__slot hami-profile-chrome-header__slot--start"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactChannel.tsx","67","article","<div className='hami-profile-contact-icon group-hover:scale-105 transition-transform'>","hami-profile-contact-icon group-hover:scale-105 transition-transform"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactEditRow.tsx","23","article","<div className='hami-profile-edit-channel-row'>","hami-profile-edit-channel-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactSection.tsx","40","section","<div className='hami-profile-section-head'>","hami-profile-section-head"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactSection.tsx","66","article","<div className='hami-profile-contact-stack'>","hami-profile-contact-stack"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContentBodySections.tsx","77","article","<div className='hami-profile-page-stack' data-profile-page-body>","hami-profile-page-stack"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileFloatingPortrait.tsx","14","article","<div className='rounded-full overflow-hidden hami-profile-portrait-frame bg-[#0A0F1C]'>","rounded-full overflow-hidden hami-profile-portrait-frame bg-[#0A0F1C]"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGallerySection.tsx","69","section","<div className='hami-profile-section-head'>","hami-profile-section-head"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGallerySection.tsx","98","article","<div className='hami-profile-gallery-rail'>","hami-profile-gallery-rail"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","98","section","<div className='hami-profile-gallery-viewer__sheet'>","hami-profile-gallery-viewer__sheet"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","99","article","<div className='hami-profile-gallery-viewer__top'>","hami-profile-gallery-viewer__top"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","140","article","<div className='hami-profile-gallery-viewer__controls' data-gallery-controls>","hami-profile-gallery-viewer__controls"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","141","article","<div className='hami-profile-gallery-viewer__zoom-row'>","hami-profile-gallery-viewer__zoom-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","166","article","<div className='hami-profile-gallery-viewer__actions'>","hami-profile-gallery-viewer__actions"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","186","article","<div className='hami-profile-gallery-viewer__controls' data-gallery-controls>","hami-profile-gallery-viewer__controls"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","187","article","<div className='hami-profile-gallery-viewer__zoom-row'>","hami-profile-gallery-viewer__zoom-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileGalleryViewer.tsx","213","article","<div className='hami-profile-gallery-viewer__actions'>","hami-profile-gallery-viewer__actions"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroActionRail.tsx","43","article","<div className='hami-profile-hero-rail' data-testid='lawyer-profile-action-rail'>","hami-profile-hero-rail"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroActionRail.tsx","58","article","<div className='hami-profile-sigil-constellation' aria-label='أدوات الصفحة'>","hami-profile-sigil-constellation"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroIdentityZone.tsx","36","article","<div className='hami-profile-identity hami-profile-identity--edit'>","hami-profile-identity hami-profile-identity--edit"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroIdentityZone.tsx","68","article","<div className='hami-profile-identity'>","hami-profile-identity"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","40","article","<div className='hami-profile-hero-meta'>","hami-profile-hero-meta"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","59","article","<div className='hami-profile-forum-metrics hami-profile-forum-metrics--unified'>","hami-profile-forum-metrics hami-profile-forum-metrics--unified"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","60","article","<div className='hami-profile-forum-metric'>","hami-profile-forum-metric"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroMetaParts.tsx","64","article","<div className='hami-profile-forum-metric'>","hami-profile-forum-metric"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","97","article","<div className='hami-profile-hero-wrap'>","hami-profile-hero-wrap"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","98","article","<div className='hami-profile-hero-identity-row'>","hami-profile-hero-identity-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileHeroSection.tsx","99","article","<div className='hami-profile-hero-portrait-slot'>","hami-profile-hero-portrait-slot"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfilePageAccessBlocked.tsx","26","article","<div className='mt-4' data-testid='lawyer-profile-access-blocked'>","mt-4"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/MistFogLayer.tsx","181","article","<div className='profile-text-canvas__mist-shimmer' aria-hidden />","profile-text-canvas__mist-shimmer"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/MistFogLayer.tsx","182","article","<div className='profile-text-canvas__mist-gold-haze' aria-hidden />","profile-text-canvas__mist-gold-haze"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","45","article","<div className='profile-text-canvas__luminous-bloom' aria-hidden />","profile-text-canvas__luminous-bloom"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","46","article","<div className='profile-text-canvas__luminous-folds' aria-hidden>","profile-text-canvas__luminous-folds"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","47","article","<div className='profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--left' />","profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--left"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","48","article","<div className='profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--right' />","profile-text-canvas__luminous-fold profile-text-canvas__luminous-fold--right"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","104","article","<div className='profile-text-canvas__silk-veil' aria-hidden>","profile-text-canvas__silk-veil"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","105","article","<div className='profile-text-canvas__silk-veil-weave' />","profile-text-canvas__silk-veil-weave"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","106","article","<div className='profile-text-canvas__silk-veil-glow' />","profile-text-canvas__silk-veil-glow"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","107","article","<div className='profile-text-canvas__silk-veil-sheen' />","profile-text-canvas__silk-veil-sheen"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","113","article","<div className='profile-text-canvas__door-light' aria-hidden />","profile-text-canvas__door-light"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","114","article","<div className='profile-text-canvas__doors' aria-hidden>","profile-text-canvas__doors"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","115","article","<div className='profile-text-canvas__door profile-text-canvas__door--left'>","profile-text-canvas__door profile-text-canvas__door--left"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","116","article","<div className='profile-text-canvas__door-inlay' />","profile-text-canvas__door-inlay"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","118","article","<div className='profile-text-canvas__door profile-text-canvas__door--right'>","profile-text-canvas__door profile-text-canvas__door--right"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","119","article","<div className='profile-text-canvas__door-knob' />","profile-text-canvas__door-knob"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasMaskLayers.tsx","120","article","<div className='profile-text-canvas__door-inlay' />","profile-text-canvas__door-inlay"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","100","article","<div className='profile-text-canvas__rim' aria-hidden />","profile-text-canvas__rim"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","101","article","{canvas.frameGlow === 'bloom' ? <div className='profile-text-canvas__bloom' aria-hidden /> : null}","profile-text-canvas__bloom"
"src/app/components/lawyer/RoyalLawyerProfile/components/profileTextCanvas/ProfileTextCanvasShell.tsx","119","article","<div className='profile-text-canvas__inner'>","profile-text-canvas__inner"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","60","article","<div className='profile-settings-block-card'>","profile-settings-block-card"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","61","article","<div className='profile-settings-block-head' data-open={isOpen ? 'true' : 'false'}>","profile-settings-block-head"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsBlockCard.tsx","121","article","<div className='profile-settings-block-body' data-testid={`profile-block-body-${block.id}`}>","profile-settings-block-body"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsContainersTab.tsx","78","article","<div className='space-y-3 pb-2' data-testid='profile-settings-containers-tab'>","space-y-3 pb-2"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsContainersTab.tsx","79","article","<div className='profile-settings-luxury-card p-1 profile-settings-container-tabs'>","profile-settings-luxury-card p-1 profile-settings-container-tabs"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsSheetHeader.tsx","11","article","<div className='profile-settings-handle mx-auto mt-3 mb-3' aria-hidden />","profile-settings-handle mx-auto mt-3 mb-3"
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsSheetPanels.tsx","165","section","<div className='profile-settings-scroll-panel flex-1 overflow-y-auto px-4 py-2 min-h-0 overscroll-contain'>",""
"src/app/components/lawyer/RoyalLawyerProfile/components/settings/ProfileSettingsTabSkeleton.tsx","6","article","<div className='space-y-3 py-1' aria-hidden data-testid='profile-settings-tab-skeleton'>","space-y-3 py-1"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","91","article","<div className='profile-studio-editor' data-testid='text-block-studio-editor'>","profile-studio-editor"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","109","section","<div className='profile-studio-panel-tabs' role='tablist' aria-label='أقسام تحرير النص'>","profile-studio-panel-tabs"
"src/app/components/lawyer/RoyalLawyerProfile/components/TextBlockStudioEditor.tsx","143","section","<div className='profile-studio-panel-slot' role='tabpanel'>","profile-studio-panel-slot"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/CanvasMaterialGrid.tsx","20","article","<div className='profile-studio-material-grid' data-testid='text-canvas-material-grid'>","profile-studio-material-grid"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockCanvasPanel.tsx","31","section","<div className='profile-studio-panel space-y-3' data-testid='text-block-canvas-panel'>","profile-studio-panel space-y-3"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockCanvasPanel.tsx","66","article","<div className='profile-settings-template-row'>","profile-settings-template-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","60","section","<div className='profile-studio-panel space-y-3' data-testid='text-block-style-panel'>","profile-studio-panel space-y-3"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","70","article","<div className='profile-studio-line-chip-row'>","profile-studio-line-chip-row"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","120","article","<div className='profile-settings-quick-presets'>","profile-settings-quick-presets"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","156","article","<div className='profile-studio-option-grid profile-studio-option-grid--sizes'>","profile-studio-option-grid profile-studio-option-grid--sizes"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStylePanel.tsx","178","article","<div className='profile-studio-option-grid profile-studio-option-grid--fonts'>","profile-studio-option-grid profile-studio-option-grid--fonts"
"src/app/components/lawyer/RoyalLawyerProfile/components/textStudio/TextBlockStyleScopeTabs.tsx","24","article","<div className='profile-studio-scope-tabs'>","profile-studio-scope-tabs"
"src/app/components/lawyer/seizedAssetsManager/SeizedAssetsModalHeader.tsx","11","header","<div className={`flex justify-between items-center border-b border-slate-700 pb-4 mb-6 ${EXEC_MODAL_HEADER_SAFE_TOP}`}>",""
"src/app/components/lawyer/smart-modal/AppealTransitionModalAppealTypeSection.tsx","26","section","<div className={s.section}>",""
"src/app/components/lawyer/smart-modal/AppealTransitionModalHeader.tsx","19","header","<div className={s.header}>",""
"src/app/components/lawyer/smart-modal/FastTrackModal.tsx","126","header","<div className={T.header}>",""
"src/app/components/lawyer/smart-modal/layout/mainPanel/JoinCoObjectorFooterControl.tsx","42","header","<div className={GLASS_MODAL_HEADER}>",""
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","177","footer","? <div className='basis-full'>{absentJudgmentFooterPanel}</div>","basis-full"
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","180","footer","? <div className='flex-1 min-w-[7.5rem]'>{independentClientChallengeFooterPanel}</div>","flex-1 min-w-[7.5rem]"
"src/app/components/lawyer/smart-modal/layout/mainPanel/SmartFileStageFooterBar.tsx","183","footer","? <div className='flex-1 min-w-[7.5rem]'>{remainingOpponentChallengeFooterPanel}</div>","flex-1 min-w-[7.5rem]"
"src/app/components/lawyer/smart-modal/modals/appealObjection/JudicialNotificationModal.tsx","45","header","<div className={T.useMoroccanCorners ? GLASS_MODAL_HEADER : T.header}>",""
"src/app/components/lawyer/smart-modal/modals/appealObjection/OpponentAbsentObjectionModal.tsx","59","header","<div className={GLASS_MODAL_HEADER}>",""
"src/app/components/lawyer/smart-modal/modals/contentEntry/AddPaymentModal.tsx","22","section","<div className={SMART_FILE_NESTED_MODAL_OVERLAY_DARK_CLASS}>",""
"src/app/components/lawyer/smart-modal/modals/contentEntry/shared.tsx","33","header","<div className={T.useMoroccanCorners ? GLASS_MODAL_HEADER : T.header}>",""
"src/app/components/lawyer/smart-modal/modals/contentEntry/shared.tsx","326","section","<div className={SMART_FILE_DOCUMENT_PREVIEW_OVERLAY_CLASS} onClick={onClose} role='dialog' aria-modal='true'>",""
"src/app/components/lawyer/smart-modal/modals/extraordinaryAppealModal.tsx","31","section","<div className={`rounded-2xl border border-white/[0.1] bg-[#0A0F1C]/80 backdrop-blur-sm shadow-[0_8px_22px_rgba(0;0;0;0.22)] w-full max-w-sm",""
"src/app/components/lawyer/smart-modal/modals/flow-modals/AddProvisionalOrderModal.tsx","37","section","<div className={`bg-[#1A1E2E] border border-white/10 rounded-2xl w-full max-w-sm overflow-hidden shadow-lg ${SMART_MODAL_MOTION_ZOOM_ENTER}`",""
"src/app/components/lawyer/smart-modal/modals/flow-modals/InterruptionModal.tsx","59","header","<div className={T.useMoroccanCorners ? GLASS_MODAL_HEADER : T.header}>",""
"src/app/components/lawyer/smart-modal/modals/flow-modals/NextHearingResumeModal.tsx","70","header","<div className={T.header}>",""
"src/app/components/lawyer/smart-modal/modals/flow-modals/PauseCaseModal.tsx","42","header","<div className={T.useMoroccanCorners ? GLASS_MODAL_HEADER : T.header}>",""
"src/app/components/lawyer/smart-modal/parts/AdjournPleadingModal.tsx","55","header","<div className={s.header}>",""
"src/app/components/lawyer/smart-modal/parts/CaseFlowActionsPanel.tsx","269","header","<div className={panelHeader}>",""
"src/app/components/lawyer/smart-modal/parts/CaseFlowActionsPanel.tsx","286","section","<div className={`${usePearlFlowChrome ? 'px-2 py-2 space-y-1' : 'px-2 py-3 space-y-1'}`}>",""
"src/app/components/lawyer/smart-modal/parts/CaseFlowConfirmDialog.tsx","48","header","<div className={T.header}>",""
"src/app/components/lawyer/smart-modal/parts/CivilLawReferenceHub.tsx","78","header","<div className={GLASS_HEADER}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentBoundMeritToggle.tsx","20","section","<div className={s.section} data-testid={CIVIL_LAWSUIT_TEST_IDS.judgmentBoundMerit}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentCassationGroundsScope.tsx","16","section","<div className={s.section}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDateField.tsx","33","section","<div className={s.section}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDateField.tsx","71","section","<div className={s.section}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentDefendantFormList.tsx","39","section","<div className={s.section} data-testid={CIVIL_LAWSUIT_TEST_IDS.judgmentPartyFormList}>",""
"src/app/components/lawyer/smart-modal/parts/judgment/JudgmentFormToggle.tsx","18","section","<div className={s.section}>",""
"src/app/components/lawyer/smart-modal/parts/SessionAndRequestsHub.tsx","320","header","<div className={T.header}>",""
"src/app/components/lawyer/smart-modal/parts/SessionAndRequestsHub.tsx","382","footer","<div className={T.footerBar}>",""
"src/app/components/lawyer/smart-modal/parts/SessionHearingsRegister.tsx","86","section","<div className={T.section}>",""
"src/app/components/lawyer/smart-modal/parts/SessionHearingsRegister.tsx","93","section","<div className={T.section}>",""
"src/app/components/lawyer/smart-modal/parts/SessionRecordForm.tsx","100","section","<div className={T.section}>",""
"src/app/components/lawyer/smart-modal/parts/SessionRecordForm.tsx","115","section","<div className={T.section}>",""
"src/app/components/lawyer/smart-modal/parts/SmartRequestsPanel.tsx","136","header","<div className={headerBar}>",""
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","39","section","<div className={GLASS_MODAL_OVERLAY} dir='rtl'>",""
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","40","section","<div className={GLASS_MODAL_SHELL}>",""
"src/app/components/lawyer/smart-modal/procedural-modals/AppealBriefOutcomeModal.tsx","41","header","<div className={GLASS_MODAL_HEADER}>",""
"src/app/components/lawyer/smart-modal/smart-header/SmartHeaderMain.tsx","50","section","<div className={`px-3 relative z-10 ${hasPartiesSection ? 'pt-2 pb-1.5' : 'py-2'}`}>",""
"src/app/components/lawyer/smart-modal/smart-header/SmartHeaderMain.tsx","51","section","<div className={`flex items-start justify-between gap-2 ${hasPartiesSection ? '' : ''}`}>",""
"src/app/components/lawyer/smart-modal/smartFile/smartModalChrome.tsx","26","header","<div className={T.useMoroccanCorners ? GLASS_MODAL_HEADER : T.header}>",""
"src/app/components/lawyer/smart-modal/SmartFileModalContent.tsx","272","section","<div className={panelClass}>",""
"src/app/components/lawyer/smart-modal/SmartJudgmentModal.tsx","523","header","<div className={s.header}>",""
"src/app/components/lawyer/smart-modal/SmartJudgmentModal.tsx","566","section","<div className={s.diamondSection}>",""
"src/app/components/lawyer/SmartLegalRadar/RadarMonthNav.tsx","31","nav","<div className={RADAR_MONTH_NAV} dir='rtl' data-testid='radar-month-nav'>",""
"src/app/components/lawyer/SmartLegalRadar/RadarSelectedDaySection.tsx","36","section","<div className='relative space-y-2 pb-3' data-testid='radar-selected-day-section'>","relative space-y-2 pb-3"
"src/app/components/lawyer/SmartRepository/RepositoryAddMenu.tsx","68","nav","<div className='relative shrink-0' ref={rootRef} data-testid='repository-add-menu'>","relative shrink-0"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","32","header","<div className='shrink-0 sm:w-[5.75rem] sm:pt-0.5 space-y-1'>{header}</div>","shrink-0 sm:w-[5.75rem] sm:pt-0.5 space-y-1"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","47","header","<div className='mb-1.5'>{header}</div>","mb-1.5"
"src/app/components/lawyer/SmartRepository/RepositoryCardFrame.tsx","49","footer","{footer ? <div className='mt-auto pt-1.5 border-t border-white/[0.06]'>{footer}</div> : null}","mt-auto pt-1.5 border-t border-white/[0.06]"
"src/app/components/lawyer/SmartRepository/RepositoryControlsSection.tsx","69","header","<div className='hami-repository-controls-toolbar px-3 pt-2 pb-1.5 shrink-0' dir='rtl'>","hami-repository-controls-toolbar px-3 pt-2 pb-1.5 shrink-0"
"src/app/components/lawyer/SmartRepository/RepositoryControlsSection.tsx","70","header","<div className='hami-repository-controls-toolbar__search'>","hami-repository-controls-toolbar__search"
"src/app/components/lawyer/SmartRepository/RepositoryRoomMenu.tsx","90","nav","<div className={REPO_ROOM_MENU_SCROLL} role='presentation'>",""
"src/app/components/lawyer/SmartRepository/RepositoryRoomMenu.tsx","128","footer","<div className={REPO_ROOM_MENU_FOOTER}>",""
"src/app/components/lawyer/SmartRepositoryModal.tsx","154","header","<div className={REPO_HEADER}>",""
"src/app/components/lawyer/SmartVaultModal/VaultUploadMetaSheet.tsx","95","section","<div className={VAULT_SHEET} onClick={(e) => e.stopPropagation()}>",""
"src/app/components/lawyer/TransactionsThreading/taskThread/TaskThreadDialogs.tsx","48","footer","<div className='mt-4 flex flex-wrap justify-start gap-2'>{footer}</div>","mt-4 flex flex-wrap justify-start gap-2"
"src/app/components/lawyer/TransactionsThreading/transactionsTheme/chrome.tsx","139","footer","{footer ? <div className={TX_DRAWER_FOOTER}>{footer}</div> : null}",""
"src/app/components/lawyer/TransactionsThreading/TxThreadDialogFrame.tsx","31","footer","<div className='flex flex-col-reverse gap-2 sm:flex-row sm:justify-start'>{footer}</div>","flex flex-col-reverse gap-2 sm:flex-row sm:justify-start"
"src/app/components/lawyer/View_Urgent_And_Orders_Dashboard/UrgentDashboardErrorFallbacks.tsx","60","header","<div className='hami-overlay-header-safe-pad shrink-0 border-b border-white/[0.07] px-4 pb-2'>","hami-overlay-header-safe-pad shrink-0 border-b border-white/[0.07] px-4 pb-2"
