"file","line","has_open_div_onclick","has_class_name","class_name_value","has_onclick","has_onpointerdown","has_onkeydown","has_role_button","has_tabindex","cursor_pointer","has_aria","tag_name","classification_initial"
"src/app/components/admin/HeadquartersUserRow.tsx","176","","TRUE","hq-dir-card-actions","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HeadquartersUserRow.tsx","247","","TRUE","hq-dir-freeze-pick","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqAuditLogPanel.tsx","121","","TRUE","hq-panel overflow-hidden","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqAuditLogPanel.tsx","125","","TRUE","min-w-0","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","14","","TRUE","hq-section-head","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","15","","TRUE","min-w-0","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","19","","TRUE","hq-section-actions","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","49","","TRUE","hq-state","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","50","","TRUE","hq-state-bone","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","51","","TRUE","hq-state-bone","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","56","","TRUE","cn('hq-state'; kind === 'error' && 'hq-state-error')","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","99","","TRUE","className","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","116","","TRUE","cn('hq-ops-pulse-cell'; `hq-ops-pulse-${tone","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/hqChrome.tsx","125","","TRUE","hq-chip-row","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqConsultationsPanel.tsx","134","","TRUE","space-y-6","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqConsultationsPanel.tsx","162","","TRUE","space-y-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqConsultationsPanel.tsx","181","","TRUE","flex justify-between gap-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
