file,line,element_tag,class_name,has_onClick,has_onPointerDown,has_onKeyDown,has_descendant_button_or_input,has_draggable,is_radix_asChild_context,category_initial,raw_snippet_200chars
"src/app/components/lawyer/Dashboard_Active_Order_File/panels/cassation/CassationPhaseHeader.tsx",41,"span","inline-flex min-h-[44px] items-center px-2 rounded-lg hover:bg-white/10 text-white text-[11px] font-bold touch-manipulation",1,0,0,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<span role=""button"" tabIndex={0} onClick={(e) => { e.stopPropagation(); setEditCassation(true); setActiveLifecycleStep('cassation'); }} className=""inline-flex min-h-[44px] items-center px-2 rounded"
"src/app/components/lawyer/Dashboard_Active_Order_File/panels/grievance/GrievancePhaseHeader.tsx",40,"span","inline-flex min-h-[44px] items-center px-2 rounded-lg hover:bg-white/10 text-white text-[11px] font-bold touch-manipulation",1,0,0,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<span role=""button"" tabIndex={0} onClick={(e) => { e.stopPropagation(); setEditGrievance(true); setActiveLifecycleStep('grievance'); }} className=""inline-flex min-h-[44px] items-center px-2 rounded"
"src/app/components/lawyer/ExecutionDashboard/components/DashboardHeaderSection.tsx",193,"div","",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div className={`${EXECUTION_DOSSIER_SUMMARY_TOGGLE} ${ headerExpanded ? 'rounded-t-lg rounded-b-none' : 'rounded-lg' }`} role=""button"" tabIndex={0} onClick={() => setLocalHeaderExpanded((open) => !"
"src/app/components/lawyer/FinancialOperationsCenter/components/FocFundsCardHeader.tsx",54,"div","",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div role=""button"" tabIndex={0} onClick={onToggle} onKeyDown={onKeyToggle} className={`${collapsedHeaderClassName} flex min-w-0 flex-1 cursor-pointer items-stretch outline-none focus-visible:ring-2 "
"src/app/components/lawyer/FinancialOperationsCenter/components/FocFundsCardHeader.tsx",120,"div","",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div role=""button"" tabIndex={0} onClick={onToggle} onKeyDown={onKeyToggle} className={`${expandedHeaderClassName} min-w-0 flex-1 cursor-pointer text-right outline-none focus-visible:ring-2 focus-vis"
"src/app/components/lawyer/GlobalSearchOverlay/components/GlobalSearchSheetHandle.tsx",42,"div","hami-gs-handle-hit",0,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div ref={hitRef} className=""hami-gs-handle-hit"" data-testid=""global-search-swipe-handle"" role=""button"" tabIndex={enabled ? 0 : -1} aria-label=""اسحب للأسفل لإغلاق البحث"" onKeyDown={(event) => "
"src/app/components/lawyer/NotificationPanel/components/IncomingNotificationPopups.tsx",23,"div","relative group hami-incoming-notification-popup-card pointer-events-auto w-full text-right rounded-xl border border-white/[0.08] bg-[#0b1021",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div role=""button"" tabIndex={0} onClick={() => onOpen(item.id)} onKeyDown={(e) => { if (e.key !== 'Enter' && e.key !== ' ') return; e.preventDefault(); onOpen(item.id); }} data-testid={`incoming-not"
"src/app/components/lawyer/NotificationPanel/components/NotificationCard.tsx",35,"div","hami-notif-card group flex w-full touch-manipulation items-start gap-2.5 px-3 py-2.5 text-right",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div role=""button"" tabIndex={0} onClick={() => onTap(notification)} onKeyDown={(event) => { if (event.target !== event.currentTarget) return; if (event.key !== 'Enter' && event.key !== ' ') return; "
"src/app/components/lawyer/TransactionsThreading/TaskNodeCard.tsx",100,"div","",1,0,1,0,0,0,"R3-ELIGIBLE-PENDING-INSPECTION","<div role=""button"" tabIndex={readOnly ? -1 : 0} onClick={() => { if (!readOnly) onToggleStatus(task); }} onKeyDown={(e) => { if (readOnly) return; if (e.key === 'Enter' || e.key === ' ') { e.prevent"
