file,line,has_type,type_value,has_onClick,inside_form_context,class_final,downgrade_reason_or_note,raw_snippet_240chars
"src/app/components/lawyer/criminal-system/components/JudicialDecisionsLedgerCardShared.tsx",54,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClick} className={ prominent ? 'inline-flex items-center gap-1.5 rounded-lg border border-[#E6C673]/65 bg-[#E6C673]/20 px-3 py-1.5 text-[12px] font-black text-[#E6C673] hover:bg-[#E6C673]/30 transition' : "
"src/app/components/lawyer/criminal-system/components/JudicialDecisionsLedgerCardShared.tsx",184,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClick} className=""inline-flex items-center gap-1.5 rounded-lg border border-[#E6C673]/65 bg-[#E6C673]/20 px-4 py-2 text-[12px] font-black text-[#E6C673] hover:bg-[#E6C673]/30 transition"" >"
"src/app/components/lawyer/criminal-system/components/LawyerRequestCard.tsx",112,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={(e) => { e.stopPropagation(); onRecordJudgeMargin?.(request); }} className=""inline-flex items-center gap-1.5 rounded-lg border border-[#E6C673]/50 bg-[#E6C673]/15 px-3 py-1.5 text-[11px] font-black text-[#E"
"src/app/components/lawyer/criminal-system/components/LawyerRequestCard.tsx",125,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={(e) => { e.stopPropagation(); onMoveToTrash(request); }} className=""inline-flex items-center gap-1.5 rounded-lg border border-red-500/25 bg-red-500/10 px-3 py-1.5 text-[11px] font-black text-red-200/90 hove"
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",17,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" disabled={disabled} onClick={(e) => { e.stopPropagation(); onToggle(); }} aria-label={starred ? 'إلغاء تمييز القرار' : 'تمييز قرار مصيري'} className={`shrink-0 text-[14px] leading-none transition disabled:opacity-40 "
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",74,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" disabled={disabled} onClick={(e) => { e.stopPropagation(); onClick(); }} className=""mt-2 rounded-lg border border-slate-600/45 bg-slate-900/40 px-2.5 py-1 text-[10px] font-black text-white/55 hover:text-white/80 hov"
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",120,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => { setText(''); onClose(); }} className=""rounded-lg border border-slate-700 px-3 py-1.5 text-xs font-black text-white/70"" >"
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",130,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => { const trimmed = text.trim(); if (!trimmed) return; onSubmit(trimmed); setText(''); onClose(); }} className=""rounded-lg bg-[#E6C673] text-[#0B1021] px-3 py-1.5 text-xs font-black disabled:opacity-40"""
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",194,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onAddSimulated} className=""rounded-lg border border-dashed border-slate-600/55 px-3 py-2 text-[11px] font-black text-white/60 hover:text-[#E6C673] hover:border-[#E6C673]/40 transition w-full text-center"" >"
"src/app/components/lawyer/criminal-system/components/LawyerRequestUxAddons.tsx",211,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onRemove(att.id)} className=""text-white/40 hover:text-red-300 text-[11px] leading-none"" aria-label=""حذف المرفق"" >"
"src/app/components/lawyer/criminal-system/components/LegalArticleEditModal.tsx",45,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""text-white/70 hover:text-white transition text-sm font-bold whitespace-normal break-words min-h-[44px] min-w-[44px]"" >"
"src/app/components/lawyer/criminal-system/components/LegalArticleEditModal.tsx",89,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""rounded-xl border border-slate-700 bg-slate-900 px-4 py-2.5 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition whitespace-normal break-words min-h-[44px]"""
"src/app/components/lawyer/criminal-system/components/LegalArticleEditModal.tsx",96,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onSubmit} disabled={!legalArticleNext.trim()} className=""rounded-xl bg-[#E6C673] text-[#0B1021] font-black py-2.5 px-4 text-sm hover:brightness-110 active:brightness-95 transition disabled:opacity-40 whites"
"src/app/components/lawyer/criminal-system/components/LiveArrestSummonCard.tsx",145,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onUpdateEnforcement({ arrestExecuted: 'executed' })} className=""rounded-lg border border-emerald-500/40 bg-emerald-500/15 px-4 py-2 text-[11px] font-black text-emerald-100 hover:bg-emerald-500/25 tran"
"src/app/components/lawyer/criminal-system/components/LiveArrestSummonCard.tsx",158,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => setPanelOpen((v) => !v)} className=""self-start inline-flex items-center gap-1.5 rounded-lg border border-amber-500/45 bg-amber-500/12 px-3 py-1.5 text-[11px] font-black text-amber-100 hover:bg-amber-5"
"src/app/components/lawyer/criminal-system/components/LiveArrestSummonCard.tsx",175,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={saveNotify} disabled={!notifyDate.trim()} className=""rounded-lg border border-emerald-500/40 bg-emerald-500/15 px-3 py-2 text-[11px] font-black text-emerald-100 disabled:opacity-40"" >"
"src/app/components/lawyer/criminal-system/components/LiveArrestSummonCard.tsx",188,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onUpdateEnforcement({ attendanceStatus: 'attended' })} className=""rounded-lg border border-emerald-500/40 bg-emerald-500/12 px-3 py-2 text-[11px] font-black text-emerald-100"" >"
"src/app/components/lawyer/criminal-system/components/LiveArrestSummonCard.tsx",195,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onUpdateEnforcement({ attendanceStatus: 'absent' })} className=""rounded-lg border border-red-500/35 bg-red-500/10 px-3 py-2 text-[11px] font-black text-red-100"" >"
"src/app/components/lawyer/criminal-system/components/LiveDetentionCard.tsx",293,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => { setExtendError(''); setExtendEndDraft(''); setExtendOpen((v) => !v); }} className=""inline-flex items-center gap-1.5 rounded-lg border border-amber-500/45 bg-amber-500/15 px-3 py-1.5 text-[11px] font"
"src/app/components/lawyer/criminal-system/components/LiveDetentionCard.tsx",305,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onDocumentRelease(decision)} className=""inline-flex items-center gap-1.5 rounded-lg border border-emerald-500/45 bg-emerald-500/15 px-3 py-1.5 text-[11px] font-black text-emerald-50 hover:bg-emerald-5"
"src/app/components/lawyer/criminal-system/components/LiveDetentionCard.tsx",314,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onQuickBailRelease(decision)} className=""inline-flex items-center gap-1.5 rounded-lg border border-cyan-500/50 bg-cyan-500/15 px-3 py-1.5 text-[11px] font-black text-cyan-50 hover:bg-cyan-500/25 trans"
"src/app/components/lawyer/criminal-system/components/LiveDetentionCard.tsx",364,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={submitExtend} className=""rounded-lg bg-amber-500/90 text-[#0B1021] px-3 py-1.5 text-[11px] font-black hover:brightness-110 transition"" >"
"src/app/components/lawyer/criminal-system/components/LiveDetentionCard.tsx",371,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => { setExtendOpen(false); setExtendError(''); }} className=""rounded-lg border border-white/15 px-3 py-1.5 text-[11px] font-black text-white/70 hover:bg-white/[0.04] transition"" >"
"src/app/components/lawyer/criminal-system/components/modals/CaseIdentityCorrectionModal.tsx",107,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/60 hover:text-white transition text-xs font-bold rounded-md hover:bg-slate-700/60 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/CaseIdentityCorrectionModal.tsx",170,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 bg-slate-900 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/CaseIdentityCorrectionModal.tsx",177,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleSubmit} disabled={!nameValue.trim() || !reason.trim()} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] font-black text-sm hover:brightness-110 active:brightness-95 transition disab"
"src/app/components/lawyer/criminal-system/components/modals/CriminalCaseTrashModal.tsx",39,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/60 hover:text-white transition text-xs font-bold rounded-md hover:bg-slate-700/60 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalCaseTrashModal.tsx",72,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onRestore(item.id)} className=""min-h-[44px] px-3 rounded-lg border border-emerald-500/40 bg-emerald-500/10 text-[11px] font-black text-emerald-200 hover:bg-emerald-500/20 transition touch-manipulation"
"src/app/components/lawyer/criminal-system/components/modals/CriminalCaseTrashModal.tsx",79,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onPurge(item.id)} className=""min-h-[44px] px-3 rounded-lg border border-red-500/35 bg-red-500/10 text-[11px] font-black text-red-200 hover:bg-red-500/20 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalContentSection.tsx",57,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={c.value} type=""button"" onClick={() => applyHighlight(c.value)} className=""rounded-lg border border-slate-600/70 bg-slate-800/80 px-2.5 py-1 text-[10px] font-black text-white/85 hover:bg-slate-700/80 transition"" title={c.lab"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalContentSection.tsx",68,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => setContentHighlights([])} className=""rounded-lg border border-slate-600/50 px-2 py-1 text-[10px] font-bold text-white/50 hover:text-white/70"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalFooter.tsx",20,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 bg-slate-900 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition whitespace-normal break-words touch-m"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalFooter.tsx",27,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={requestSave} disabled={!canSave} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] font-black text-sm hover:brightness-110 active:brightness-95 transition disabled:opacity-40 whitespace-no"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalFooter.tsx",56,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => setSaveConfirmOpen(false)} className=""rounded-xl border border-slate-700 bg-slate-900 px-3 py-2 text-xs font-black text-white/80"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalFooter.tsx",63,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={submit} className=""rounded-xl bg-[#E6C673] text-[#0B1021] px-3 py-2 text-xs font-black"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalGiverSection.tsx",153,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => selectWitnessPartySide('complainant')} aria-pressed={witnessPartySide === 'complainant'} className={`rounded-xl border px-3 py-2 text-[12px] font-black transition whitespace-normal break-words ${ witne"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalGiverSection.tsx",165,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => selectWitnessPartySide('defendant')} aria-pressed={witnessPartySide === 'defendant'} className={`rounded-xl border px-3 py-2 text-[12px] font-black transition whitespace-normal break-words ${ witnessPa"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalShell.tsx",26,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white transition text-sm font-bold whitespace-normal break-words touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/CriminalStatementModalVenueSection.tsx",34,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={opt.value} type=""button"" onClick={() => { setStatementRecordingPlace(opt.value); if (opt.value === 'investigation_officer') { setStatementIsRatified(false); } }} className={`rounded-xl border px-2.5 py-2 text-[11px] font-blac"
"src/app/components/lawyer/criminal-system/components/modals/InvestigationDecisionModal.tsx",248,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/InvestigationDecisionModal.tsx",356,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 text-sm font-black text-white/80 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/InvestigationDecisionModal.tsx",363,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleSubmit} disabled={Boolean(submitBlocker)} className=""min-h-[44px] px-4 rounded-lg bg-[#E6C673] text-[#0B1021] font-black text-sm hover:brightness-110 disabled:opacity-40 disabled:cursor-not-allowed to"
"src/app/components/lawyer/criminal-system/components/modals/MergeCaseModal.tsx",49,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white transition text-sm font-bold whitespace-normal break-words touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/MergeCaseModal.tsx",101,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 bg-slate-900 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition whitespace-normal break-words touch-m"
"src/app/components/lawyer/criminal-system/components/modals/MergeCaseModal.tsx",108,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onSubmit} disabled={!canSubmit} className=""min-h-[44px] px-4 rounded-lg bg-[#E6C673] text-[#0B1021] font-black text-sm hover:brightness-110 active:brightness-95 transition disabled:opacity-40 whitespace-nor"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralActionFormModal.tsx",71,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralActionFormModal.tsx",130,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 text-sm font-black text-white/75 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralActionFormModal.tsx",137,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" disabled={!title.trim() || !date.trim()} onClick={() => onSubmit({ id: initial?.id, title: title.trim(), date: date.trim(), status, followUpDate: status === 'in_progress' && followUpDate.trim() ? followUpDate.trim() "
"src/app/components/lawyer/criminal-system/components/modals/ProceduralAddChildModal.tsx",24,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralAddChildModal.tsx",30,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={opt.kind} type=""button"" onClick={() => onPick(opt.kind)} className=""w-full min-h-[44px] rounded-xl border border-slate-600/60 bg-slate-800/40 px-3 py-3 text-right hover:border-[#E6C673]/50 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralAdvancePhaseModal.tsx",51,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 text-sm font-black text-white/75 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralAdvancePhaseModal.tsx",58,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => onSubmit({ spawnChildTitle: spawnChildTitle.trim() || undefined, }) } className=""min-h-[44px] px-4 rounded-xl bg-emerald-600/90 text-sm font-black text-white touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralContainerFormModal.tsx",57,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralContainerFormModal.tsx",75,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={ic} type=""button"" onClick={() => setIcon(ic)} className={`h-9 w-9 rounded-lg border-2 text-lg transition ${ icon === ic ? 'border-white scale-110' : 'border-slate-600/80' }`} >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralContainerFormModal.tsx",92,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={c} type=""button"" onClick={() => setColor(c)} className={`h-8 w-8 rounded-lg border-2 transition ${ color === c ? 'border-white scale-110' : 'border-slate-600/80' }`} style={{ backgroundColor: c }} aria-label={c} />"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralContainerFormModal.tsx",106,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 text-sm font-black text-white/75 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralContainerFormModal.tsx",113,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" disabled={!containerTitle.trim()} onClick={() => onSubmit({ title: containerTitle.trim(), color: normalizeColor(color), icon: normalizeIcon(icon), }) } className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralLinkedTimelineModal.tsx",39,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralLinkedTimelineModal.tsx",72,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] text-sm font-black touch-manipulation hover:brightness-110 active:brightness-95 transition"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralNoteFormModal.tsx",56,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white text-sm font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralNoteFormModal.tsx",93,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 text-sm font-black text-white/75 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/ProceduralNoteFormModal.tsx",100,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" disabled={!title.trim()} onClick={() => onSubmit({ id: initial?.id, title: title.trim(), body: body.trim() || undefined, link: ctx.link, contextNote: ctx.contextNote, tags: parseTagsInput(tagsText), contextRef: undef"
"src/app/components/lawyer/criminal-system/components/modals/RequestQuickFinalizeModal.tsx",48,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/70 hover:text-white transition text-sm font-bold whitespace-normal break-words touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/RequestQuickFinalizeModal.tsx",110,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 bg-slate-900 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition whitespace-normal break-words touch-m"
"src/app/components/lawyer/criminal-system/components/modals/RequestQuickFinalizeModal.tsx",117,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onSave} disabled={!canSave} className=""min-h-[44px] px-4 rounded-lg bg-[#E6C673] text-[#0B1021] font-black text-sm hover:brightness-110 active:brightness-95 transition disabled:opacity-40 whitespace-normal "
"src/app/components/lawyer/criminal-system/components/modals/SeveranceTargetPickerModal.tsx",136,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/65 hover:text-white text-xs font-bold rounded-md hover:bg-white/5 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/SeveranceTargetPickerModal.tsx",244,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => setIsAppealable((prev) => !prev)} className={`inline-flex items-center gap-1.5 rounded-full border px-3 py-1 text-[11px] font-black transition ${ isAppealable ? 'border-emerald-500/40 bg-emerald-500/10"
"src/app/components/lawyer/criminal-system/components/modals/SeveranceTargetPickerModal.tsx",265,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-white/10 bg-white/[0.03] text-xs font-black text-white/75 hover:text-white hover:bg-white/[0.08] hover:border-white/20 transition touch-manipul"
"src/app/components/lawyer/criminal-system/components/modals/SeveranceTargetPickerModal.tsx",272,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleContinue} disabled={isContinueDisabled} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] font-black text-xs hover:brightness-110 disabled:opacity-40 disabled:cursor-not-allowed tran"
"src/app/components/lawyer/criminal-system/components/modals/StageFinalDecisionModal.tsx",163,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""text-white/70 hover:text-white transition text-sm font-bold"">"
"src/app/components/lawyer/criminal-system/components/modals/StageFinalDecisionModal.tsx",450,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""rounded-xl px-4 py-2 text-sm font-bold text-white/70 hover:text-white border border-white/15"" >"
"src/app/components/lawyer/criminal-system/components/modals/StageFinalDecisionModal.tsx",457,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleSubmit} className=""rounded-xl px-4 py-2 text-sm font-black bg-[#E6C673]/20 border border-[#E6C673]/40 text-[#E6C673] hover:bg-[#E6C673]/30"" >"
"src/app/components/lawyer/criminal-system/components/modals/TrialDepositionModal.tsx",230,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/60 text-xs font-bold touch-manipulation"">"
"src/app/components/lawyer/criminal-system/components/modals/TrialDepositionModal.tsx",336,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button key={c.value} type=""button"" onClick={() => applyHighlight(c.value)} className=""rounded-lg border border-slate-600/70 bg-slate-800/80 px-2.5 py-1 text-[10px] font-black text-white/85 hover:bg-slate-700/80 transition"" title={c.lab"
"src/app/components/lawyer/criminal-system/components/modals/TrialDepositionModal.tsx",347,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={() => setContentHighlights([])} className=""rounded-lg border border-slate-600/50 px-2 py-1 text-[10px] font-bold text-white/50 hover:text-white/70"" >"
"src/app/components/lawyer/criminal-system/components/modals/TrialDepositionModal.tsx",372,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""rounded-xl border border-slate-700 px-4 py-2 text-sm font-black text-white/70"" >"
"src/app/components/lawyer/criminal-system/components/modals/TrialDepositionModal.tsx",379,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleSave} disabled={!canSave} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] text-sm font-black disabled:opacity-40 touch-manipulation hover:brightness-110 active:brightness-95 transi"
"src/app/components/lawyer/criminal-system/components/modals/TrialHearingDateModal.tsx",102,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-white/15 text-xs font-bold text-white/70 hover:text-white hover:bg-white/5 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/TrialHearingDateModal.tsx",109,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" data-testid={CRIMINAL_DOSSIER_TEST_IDS.trialHearingDateSave} onClick={handleSubmit} className=""min-h-[44px] px-4 rounded-xl bg-[#E6C673] text-[#0B1021] text-xs font-black hover:brightness-110 active:brightness-95 tr"
"src/app/components/lawyer/criminal-system/components/modals/VenueIdentityCorrectionModal.tsx",192,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] min-w-[44px] px-3 text-white/60 hover:text-white transition text-xs font-bold rounded-md hover:bg-slate-700/60 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/VenueIdentityCorrectionModal.tsx",303,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] px-4 rounded-xl border border-slate-700 bg-slate-900 text-sm font-black text-white/80 hover:text-white hover:bg-slate-800/30 transition touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/modals/VenueIdentityCorrectionModal.tsx",310,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={handleSubmit} className=""rounded-xl bg-[#E6C673] text-[#0B1021] font-black py-2.5 px-4 text-sm hover:brightness-110 active:brightness-95 transition"" >"
"src/app/components/lawyer/criminal-system/components/OtherEvidenceEntryForm.tsx",95,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" data-testid={CRIMINAL_DOSSIER_TEST_IDS.otherEvidenceSave} onClick={submit} className=""min-h-[44px] rounded-xl bg-[#E6C673] px-4 py-2 text-sm font-black text-[#0B1021] transition hover:brightness-110 touch-manipulati"
"src/app/components/lawyer/criminal-system/components/OtherEvidenceEntryForm.tsx",103,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onClose} className=""min-h-[44px] rounded-xl border border-white/15 bg-white/[0.06] px-4 py-2 text-sm font-black text-white transition hover:bg-white/10 touch-manipulation"" >"
"src/app/components/lawyer/criminal-system/components/OtherEvidenceLogCard.tsx",56,1,"button",1,0,"B0-SAFE-explicit-type-button","","<button type=""button"" onClick={onRequestTrash} className=""mr-auto rounded-md border border-red-500/20 bg-red-500/10 px-2 py-1 text-[11px] font-black text-red-200/80 hover:text-red-200 hover:bg-red-500/15 transition print:hidden"" aria-la"
